order_id,user_id,order_date,total_amount,status,shipping_address,used_coupon_code
1,1622,2025-08-13 22:08:08,493400.0,COMPLETED,제주특별자치도 부천시 소사구 백제고분거리 지하198 (보람김강면),
2,1929,2025-08-16 14:33:15,428800.0,PENDING,광주광역시 강북구 강남대53로 46-54 (성호김박동),WELCOME10
3,1363,2025-08-21 13:22:26,349800.0,COMPLETED,경상남도 화천군 서초대7로 805,WELCOME10
4,1027,2025-08-21 08:30:15,192100.0,PENDING,대구광역시 성북구 언주거리 193 (경수이김읍),WELCOME10
5,1566,2025-08-21 14:31:00,140600.0,COMPLETED,울산광역시 동구 테헤란74거리 214 (혜진엄동),WELCOME10
6,1749,2025-08-20 15:57:04,571000.0,COMPLETED,울산광역시 서구 서초중앙거리 415 (옥자이읍),WELCOME10
7,1116,2025-08-18 10:26:48,745800.0,COMPLETED,충청남도 용인시 기흥구 오금거리 876,WELCOME10
8,1889,2025-08-15 01:49:38,308100.0,COMPLETED,세종특별자치시 중구 압구정0길 236,WELCOME10
9,1055,2025-08-20 23:33:16,475500.0,COMPLETED,세종특별자치시 북구 개포길 33-81,WELCOME10
10,1252,2025-08-18 03:05:47,544500.0,COMPLETED,세종특별자치시 북구 서초중앙5가 615-66 (지현양마을),
11,1919,2025-08-18 04:34:32,160300.0,COMPLETED,충청북도 보령시 압구정길 252 (옥순남마을),WELCOME10
12,1842,2025-08-10 20:04:44,347600.0,COMPLETED,경상남도 논산시 학동909길 323 (은경이박읍),
13,1789,2025-08-21 13:51:23,160300.0,COMPLETED,광주광역시 성북구 학동거리 796 (영호박마을),WELCOME10
14,1650,2025-08-20 01:37:00,659400.0,COMPLETED,광주광역시 서초구 서초중앙62로 761,WELCOME10
15,1854,2025-08-20 14:44:05,89600.0,COMPLETED,대구광역시 중구 개포로 360-10 (지원임김읍),WELCOME10
16,1493,2025-08-20 03:33:49,182400.0,COMPLETED,대전광역시 북구 석촌호수39로 631,WELCOME10
17,1915,2025-08-20 23:02:33,123800.0,SHIPPED,경상북도 김포시 영동대18로 632 (영길박이마을),
18,1005,2025-08-21 00:20:26,489900.0,COMPLETED,서울특별시 용산구 서초중앙로 94-44,
19,1390,2025-08-18 16:05:08,458900.0,COMPLETED,전라남도 파주시 잠실9로 300 (선영이동),
20,1482,2025-08-18 19:18:22,204900.0,COMPLETED,대구광역시 강동구 오금가 547-21 (영진이리),
21,1078,2025-08-20 05:51:08,634100.0,COMPLETED,광주광역시 노원구 서초중앙로 279 (수민이김리),
22,1369,2025-08-16 08:28:51,280900.0,COMPLETED,서울특별시 남구 언주49로 573,
23,1146,2025-08-16 05:45:29,120000.0,COMPLETED,광주광역시 송파구 역삼179거리 163 (채원김리),
24,1498,2025-08-18 17:54:41,93000.0,COMPLETED,충청북도 평창군 개포03가 987-25,WELCOME10
25,1746,2025-08-21 17:14:58,154200.0,COMPLETED,충청북도 청주시 흥덕구 개포75로 178 (지훈최김읍),
26,1616,2025-08-20 19:35:22,96900.0,COMPLETED,울산광역시 노원구 양재천거리 236-64,
27,1037,2025-08-18 09:20:19,303400.0,COMPLETED,충청남도 평창군 선릉09로 961-55,
28,1903,2025-08-15 13:49:45,233100.0,COMPLETED,전라북도 하남시 가락길 지하500 (옥자최강읍),
29,1699,2025-08-20 20:06:45,145700.0,SHIPPED,충청북도 철원군 테헤란072거리 309,
30,1057,2025-08-15 21:27:09,153400.0,COMPLETED,충청남도 평창군 영동대598길 588-80 (하윤강읍),WELCOME10
31,1103,2025-08-18 16:45:40,177100.0,COMPLETED,울산광역시 종로구 오금825거리 25 (지혜박황읍),WELCOME10
32,1573,2025-08-21 15:48:29,398000.0,COMPLETED,제주특별자치도 부천시 소사구 석촌호수6로 928,
33,1084,2025-08-20 16:17:20,317500.0,COMPLETED,광주광역시 동작구 언주로 지하640,
34,1568,2025-08-18 08:50:00,634000.0,COMPLETED,서울특별시 강북구 도산대가 520,
35,1331,2025-08-18 03:51:45,454300.0,COMPLETED,경기도 청주시 청원구 역삼로 375,
36,1837,2025-08-13 19:28:56,150600.0,SHIPPED,경기도 천안시 동남구 역삼23길 212-7,
37,1112,2025-08-21 05:03:04,546700.0,COMPLETED,경기도 용인시 처인구 석촌호수로 273,
38,1960,2025-08-11 19:51:09,300200.0,PENDING,서울특별시 관악구 양재천279로 363,
39,1083,2025-08-20 16:47:18,676100.0,COMPLETED,울산광역시 동대문구 삼성가 40 (정웅민김마을),
40,1518,2025-08-16 01:23:35,446500.0,COMPLETED,충청남도 연천군 영동대24길 651 (경희신이동),WELCOME10
41,1642,2025-08-21 16:03:04,472800.0,COMPLETED,대전광역시 구로구 논현3길 738 (지우김동),WELCOME10
42,1878,2025-08-20 14:21:21,1057600.0,COMPLETED,서울특별시 강서구 논현가 899 (정훈김이마을),WELCOME10
43,1172,2025-08-14 02:56:29,131200.0,PENDING,세종특별자치시 마포구 오금가 954-65,WELCOME10
44,1627,2025-08-19 19:22:01,385500.0,COMPLETED,대구광역시 금천구 백제고분로 780 (미숙이심리),WELCOME10
45,1182,2025-08-11 09:29:19,347400.0,SHIPPED,경상북도 청주시 서원구 개포4길 699 (영호김마을),WELCOME10
46,1204,2025-08-12 21:11:19,427000.0,COMPLETED,경기도 공주시 양재천9로 639,
47,1842,2025-08-11 12:04:52,316200.0,COMPLETED,세종특별자치시 광진구 잠실76가 198 (선영김김면),
48,1632,2025-08-18 12:47:01,578800.0,COMPLETED,인천광역시 서대문구 서초중앙29거리 197-34 (은주김김동),WELCOME10
49,1077,2025-08-14 05:43:58,763800.0,COMPLETED,세종특별자치시 동구 오금44길 476 (정희이이면),
50,1617,2025-08-13 16:27:40,132400.0,COMPLETED,제주특별자치도 서천군 봉은사13거리 424 (민재이마을),WELCOME10
51,1578,2025-08-16 17:55:07,125600.0,COMPLETED,전라북도 남양주시 잠실가 393 (민지황동),WELCOME10
52,1172,2025-08-20 21:02:53,448500.0,COMPLETED,전라북도 파주시 오금50거리 481-79 (경숙노이리),WELCOME10
53,1771,2025-08-13 17:26:09,196400.0,COMPLETED,전라북도 광명시 가락8가 599,
54,1416,2025-08-11 00:52:20,220800.0,COMPLETED,인천광역시 동대문구 반포대로 598-58,
55,1671,2025-08-19 13:26:23,570200.0,COMPLETED,부산광역시 강북구 학동길 434-96 (미정이동),WELCOME10
56,1984,2025-08-19 06:55:33,458600.0,COMPLETED,강원도 안산시 단원구 개포길 275,WELCOME10
57,1529,2025-08-21 15:54:13,39700.0,COMPLETED,대구광역시 동대문구 언주가 672 (진우노김읍),WELCOME10
58,1486,2025-08-18 22:33:59,810600.0,COMPLETED,인천광역시 양천구 가락거리 662-89 (민석양이마을),
59,1241,2025-08-14 20:27:57,52400.0,COMPLETED,대구광역시 동대문구 도산대가 408,
60,1573,2025-08-21 01:46:39,200700.0,COMPLETED,광주광역시 은평구 봉은사14길 631-4 (명숙이이동),
61,1797,2025-08-11 17:24:31,536700.0,COMPLETED,부산광역시 강서구 영동대134거리 758 (민석민읍),
62,1248,2025-08-17 05:15:42,597200.0,COMPLETED,충청북도 고양시 일산서구 강남대84길 122 (명숙노김면),WELCOME10
63,1541,2025-08-21 10:44:47,428400.0,COMPLETED,강원도 군포시 언주로 903-21,WELCOME10
64,1870,2025-08-21 16:30:26,196200.0,COMPLETED,전라북도 속초시 잠실72거리 683,
65,1917,2025-08-16 12:27:00,420600.0,PENDING,대구광역시 강서구 백제고분511길 691,WELCOME10
66,1470,2025-08-15 09:18:59,279500.0,COMPLETED,울산광역시 도봉구 서초중앙9길 399 (현지박김리),WELCOME10
67,1396,2025-08-17 01:50:19,115800.0,COMPLETED,세종특별자치시 북구 석촌호수로 3,WELCOME10
68,1707,2025-08-16 18:55:38,115900.0,COMPLETED,울산광역시 광진구 논현가 564,
69,1295,2025-08-19 07:30:35,524200.0,SHIPPED,울산광역시 서초구 개포665길 686-1,WELCOME10
70,1446,2025-08-16 14:33:42,344700.0,COMPLETED,세종특별자치시 은평구 삼성가 202-79,
71,1649,2025-08-17 03:25:57,319100.0,COMPLETED,대구광역시 노원구 논현가 349-95 (현준최마을),WELCOME10
72,1132,2025-08-17 05:46:53,150000.0,COMPLETED,충청남도 예산군 개포가 958,WELCOME10
73,1056,2025-08-14 15:08:02,677100.0,SHIPPED,세종특별자치시 성북구 테헤란가 지하947,WELCOME10
74,1614,2025-08-15 10:12:39,653800.0,SHIPPED,충청북도 청주시 흥덕구 테헤란068로 지하758 (수빈김마을),
75,1316,2025-08-21 11:11:48,615100.0,SHIPPED,경상남도 성남시 분당구 가락514가 57-43,WELCOME10
76,1079,2025-08-19 13:31:04,727600.0,COMPLETED,대전광역시 용산구 도산대길 856-64 (민석박리),WELCOME10
77,1470,2025-08-14 13:25:46,134100.0,COMPLETED,경기도 남양주시 도산대06로 845,
78,1568,2025-08-18 15:21:45,202800.0,COMPLETED,경상북도 동두천시 압구정길 15,
79,1318,2025-08-21 15:57:57,349700.0,COMPLETED,전라북도 괴산군 백제고분로 645,
80,1369,2025-08-11 19:00:28,320200.0,COMPLETED,경상남도 정선군 개포2가 880-41 (미경김읍),WELCOME10
81,1167,2025-08-20 03:10:29,384700.0,COMPLETED,경상북도 연천군 도산대가 922-45 (은주최읍),WELCOME10
82,1980,2025-08-19 06:07:11,373000.0,SHIPPED,전라남도 포천시 가락로 303-95,
